"1.","William Trubridge","https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550","(New Zealand)","102 m","102 m","102","0","2016-07-14","World Record Attempt - William Trubridge","https://events.aidainternational.org/EventResults-12"
"597.","Kaj Toivola","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000082a","(Finland)","36 m","36 m","36","0","2010-06-14","3rd Mediterranean Freediving Meeting","https://events.aidainternational.org/EventResults-1478"
"598.","Gregoire Folly","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c0c","(Switzerland)","36 m","36 m","36","0","2011-02-10","Andaman AIDA Freediving Challenge 2011","https://events.aidainternational.org/EventResults-1349"
"599.","Hyun Jin Kang","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001819","(Republic of Korea)","36 m","36 m","36","0","2013-04-25","Russian National Open","https://events.aidainternational.org/EventResults-1019"
"600.","Gabriel Manne","https://athletes.aidainternational.org/Profile-62090ef9-6bf2-4148-be00-50067036f7e2","(Sweden)","36 m","36 m","36","0","2013-08-01","Swedish Championship in depth","https://events.aidainternational.org/EventResults-405"
"601.","Daniel Roettgermann","https://athletes.aidainternational.org/Profile-455607b6-a4b1-4ffe-a3a5-b9a5e68001bf","(Germany)","36 m","36 m","36","0","2013-08-24","Swiss Championship Lake","https://events.aidainternational.org/EventResults-648"
"602.","Andrew Teoh Kim Seng","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001846","(Malaysia)","36 m","36 m","36","0","2013-10-30","One Breath Jamboree","https://events.aidainternational.org/EventResults-1548"
"603.","Changeung Park","https://athletes.aidainternational.org/Profile-7a196563-dd03-4f8d-9af6-dc0d0b0d20c6","(Republic of Korea)","36 m","36 m","36","0","2016-11-05","Red C cup (6th edition)","https://events.aidainternational.org/EventResults-114"
"604.","Baoquan Han","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000170f","(China)","36 m","36 m","36","0","2017-09-17","BESTDIVE Freediving Depth Challenge Cup 2017","https://events.aidainternational.org/EventResults-1938"
"605.","Khanut Kaenwiangrat","https://athletes.aidainternational.org/Profile-1263dc4f-be02-4733-8360-fd3a4bd8e681","(Thailand)","36 m","36 m","36","0","2018-06-23","Freedive Panglao Korean Cup","https://events.aidainternational.org/EventResults-2145"
"606.","Igor Korkhov","https://athletes.aidainternational.org/Profile-11d684e4-024e-4db0-a656-9f3ba7546159","(Russian Federation)","36 m","36 m","36","0","2018-10-23","Red C cup (12th edition)","https://events.aidainternational.org/EventResults-2158"
"607.","Lakambini Alto-Larocque","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001911","(Philippines)","36 m","36 m","36","0","2019-05-18","Philippine Depth National Championship 2019","https://events.aidainternational.org/EventResults-2299"
"608.","Xueqin Liu","https://athletes.aidainternational.org/Profile-2f458485-bc43-4c1e-80e4-8d5b11478d70","(China)","36 m","36 m","36","0","2019-08-09","Deeper Blue Freediving Depth Competition 2019","https://events.aidainternational.org/EventResults-2334"
"609.","Monika Hopf","https://athletes.aidainternational.org/Profile-67913a27-8dec-41f0-b9f8-929cc80691ef","(Germany)","36 m","36 m","36","0","2019-09-24","Authentic Big Blue 2019","https://events.aidainternational.org/EventResults-2390"
"610.","Heinz Kirschner","https://athletes.aidainternational.org/Profile-477a832b-45c5-46cd-8450-0020517c43ec","(Germany)","36 m","36 m","36","0","2019-09-25","Authentic Big Blue 2019","https://events.aidainternational.org/EventResults-2390"
"611.","Lillian Klein","https://athletes.aidainternational.org/Profile-1b0890cf-914e-483a-91f7-6f0347e9f84f","(New Zealand)","36 m","36 m","36","0","2019-11-07","AIDA SABANG INTERNATIONAL FREEDIVING COMPETITION 2019","https://events.aidainternational.org/EventResults-2595"
"612.","Sandra Thieme","https://athletes.aidainternational.org/Profile-c523e5ed-f970-40a4-bc29-a38a50252614","(Germany)","36 m","36 m","36","0","2019-11-09","AIDA Egyptian National Championships","https://events.aidainternational.org/EventResults-2457"
"613.","Michael Cheesman","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000ddf","(Australia)","40 m","40 m","35","5","2010-04-29","Bizzy Blue Hole 2010","https://events.aidainternational.org/EventResults-971"
"614.","Mark Kolesnik","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000f53","(Russian Federation)","40 m","40 m","35","5","2012-05-08","FDD Russian Open","https://events.aidainternational.org/EventResults-399"
"615.","Tanya Streeter","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a","(United States)","35 m","35 m","35","0","2003-07-19","WR Attempt - STREETER Tanya (VWT,CNF)","https://events.aidainternational.org/EventResults-1575"
"616.","Evgeny Butov","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000373","(Russian Federation)","35 m","35 m","35","0","2006-06-04","Triple Depth 2006","https://events.aidainternational.org/EventResults-947"
"617.","Eero Soralahti","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000447","(Finland)","35 m","35 m","35","0","2006-07-22","Asikkala Deep Duathlon","https://events.aidainternational.org/EventResults-500"
"618.","Timo Kinnunen","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000091","(Finland)","35 m","35 m","35","0","2006-07-22","Asikkala Deep Duathlon","https://events.aidainternational.org/EventResults-500"
"619.","Ben Guyat","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000809","(United Kingdom)","35 m","35 m","35","0","2007-10-21","Triple Depth","https://events.aidainternational.org/EventResults-954"
"620.","Shigeki Moriya","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000566","(Japan)","35 m","35 m","35","0","2007-11-24","Big Blue 2nd Official Competition","https://events.aidainternational.org/EventResults-545"
"621.","Sanne Buurma","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000038a","(Netherlands)","35 m","35 m","35","0","2008-04-18","Bizzy blue hole 2008","https://events.aidainternational.org/EventResults-957"
"622.","Flavia Eberhard","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000dd4","(Brazil)","36 m","35 m","35","0","2009-06-27","Blue Hole No More","https://events.aidainternational.org/EventResults-964"
"623.","David Garrigue","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000396","(France)","35 m","35 m","35","0","2009-09-16","Nice Abyss Contest","https://events.aidainternational.org/EventResults-873"
"624.","Antonio A. Garcia Abilleira","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000d94","(Spain)","35 m","35 m","35","0","2011-06-23","Triple Depth 2011","https://events.aidainternational.org/EventResults-980"
"625.","Seamus Murray","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000813","(Australia)","35 m","35 m","35","0","2011-06-25","Freedive Paradise","https://events.aidainternational.org/EventResults-442"
"626.","Timon Skordos","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000daf","(Greece)","35 m","35 m","35","0","2011-09-11","AIDA Hellas Summer Apnea Games 2011","https://events.aidainternational.org/EventResults-1483"
"627.","Dongha Kim","https://athletes.aidainternational.org/Profile-503f8460-d313-4fbe-81b2-90b236484fb4","(Republic of Korea)","35 m","35 m","35","0","2012-10-20","TRIPLE DEPTH 2012","https://events.aidainternational.org/EventResults-357"
"628.","Vit Matousek","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001080","(Czech Republic)","35 m","35 m","35","0","2012-10-20","TRIPLE DEPTH 2012","https://events.aidainternational.org/EventResults-357"
"629.","Lyubomir Stefanov","https://athletes.aidainternational.org/Profile-5579a80c-a468-4072-b397-e9b328cba78d","(Bulgaria)","35 m","35 m","35","0","2012-10-20","TRIPLE DEPTH 2012","https://events.aidainternational.org/EventResults-357"
"630.","Elisabeth Mattes","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000ca1","(Austria)","35 m","35 m","35","0","2013-05-20","Caribbean Cup 2013","https://events.aidainternational.org/EventResults-1577"
"631.","John Hullverson","https://athletes.aidainternational.org/Profile-500b0726-341f-4836-bfe0-6369de3416bc","(United States)","35 m","35 m","35","0","2013-10-05","Deja Blue IV","https://events.aidainternational.org/EventResults-1578"
"632.","Dena Parsa","https://athletes.aidainternational.org/Profile-0489142c-c8c0-485a-b2f4-627daf89e085","(Denmark)","35 m","35 m","35","0","2014-08-27","2014 Danish hampionships","https://events.aidainternational.org/EventResults-937"
"633.","Gaetan Loiseau","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000016c7","(France)","35 m","35 m","35","0","2015-03-05","Andaman Freediving challenge","https://events.aidainternational.org/EventResults-1365"
"634.","Rodolfo Robatti","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c93","(Switzerland)","35 m","35 m","35","0","2015-05-25","FreedivingWorld Competition","https://events.aidainternational.org/EventResults-1046"
"635.","Martyn Bromley","https://athletes.aidainternational.org/Profile-397ee97d-69a6-419b-9d58-367584729bce","(United Kingdom)","35 m","35 m","35","0","2015-06-17","DEEPSEA CHALLENGE BONAIRE 2015","https://events.aidainternational.org/EventResults-1586"
"636.","Bobby Twitchell","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000016b2","(United States)","35 m","35 m","35","0","2015-08-21","Freedive Paradise 2015","https://events.aidainternational.org/EventResults-457"
"637.","Daniel Hurst","https://athletes.aidainternational.org/Profile-293d1078-caf3-4504-97ee-4b17c599c5b0","(Australia)","35 m","35 m","35","0","2016-11-07","Australian Depth National Freediving Championship 2016","https://events.aidainternational.org/EventResults-123"
"638.","Nicole Müller","https://athletes.aidainternational.org/Profile-2d6fdaad-404b-4064-8c72-093be486295b","(Germany)","35 m","35 m","35","0","2017-08-08","Red C cup (8th edition)","https://events.aidainternational.org/EventResults-117"
"639.","Konstantinos Margetis","https://athletes.aidainternational.org/Profile-2b284515-003e-4454-9ee2-fd5d82bc2aba","(Greece)","35 m","35 m","35","0","2017-09-20","Authentic Big Blue","https://events.aidainternational.org/EventResults-242"
"640.","Kohei Ueno","https://athletes.aidainternational.org/Profile-e54c9abe-2bd6-4b9d-998e-b6876984fcb6","(Japan)","35 m","35 m","35","0","2017-11-30","Sail Sabang Freediving Competition 2017","https://events.aidainternational.org/EventResults-1958"
"641.","Ishaq Alfarsi","https://athletes.aidainternational.org/Profile-c573a66c-79f6-4c38-9cda-d240502ce519","(Afghanistan)","35 m","35 m","35","0","2018-08-27","Red C cup (11th Edition)","https://events.aidainternational.org/EventResults-2153"
"642.","Haemi Yoo","https://athletes.aidainternational.org/Profile-7d1766b3-3a1a-4a85-961f-7c5f951d2281","(Republic of Korea)","35 m","35 m","35","0","2018-08-30","Red C cup (11th Edition)","https://events.aidainternational.org/EventResults-2153"
"643.","Nathan Vinski","https://athletes.aidainternational.org/Profile-444263dc-6879-4534-a8e3-62fa24574bf2","(Canada)","35 m","35 m","35","0","2018-09-22","Saltfree Double Dip 2018","https://events.aidainternational.org/EventResults-2200"
"644.","Shinya Oi","https://athletes.aidainternational.org/Profile-9caf65ef-c007-4707-afb1-b9995d7d12ca","(Japan)","35 m","35 m","35","0","2019-06-11","Asian Freediving Cup 2019","https://events.aidainternational.org/EventResults-2297"
"645.","Anderson Chak Nam Lei","https://athletes.aidainternational.org/Profile-04d7d83f-71fc-4d01-b47c-97847ff0b17f","(China)","35 m","35 m","35","0","2019-06-11","Asian Freediving Cup 2019","https://events.aidainternational.org/EventResults-2297"
"646.","Thomas Elliott","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000ea8","(United Kingdom)","35 m","35 m","35","0","2019-07-21","Saltfree Double Dip 2019","https://events.aidainternational.org/EventResults-2243"
"647.","Kyriakos Lefkonitziatis","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000105a","(Cyprus)","35 m","35 m","35","0","2019-07-26","Cyprus Depth Games 2019.","https://events.aidainternational.org/EventResults-2369"
"648.","Youngchae Kwon","https://athletes.aidainternational.org/Profile-7eb6d987-905c-4781-b2ad-39e59fcd8c6a","(Republic of Korea)","35 m","35 m","35","0","2019-08-17","AIDA Divers Summer Festival","https://events.aidainternational.org/EventResults-2534"
"649.","Udovenko Alena","https://athletes.aidainternational.org/Profile-a91c2f30-328e-45c7-b041-ee6a167f386e","(Ukraine)","35 m","35 m","35","0","2019-09-08","AIDA Depth World Championship 2019","https://events.aidainternational.org/EventResults-2272"
"650.","Isabel Sanchez Aran","https://athletes.aidainternational.org/Profile-24fe8083-d326-4e8b-aa51-eed1e4bedbd8","(Spain)","35 m","35 m","35","0","2019-09-08","AIDA Depth World Championship 2019","https://events.aidainternational.org/EventResults-2272"
"651.","Jocel Nicolo Saceda Guzman","https://athletes.aidainternational.org/Profile-efca6024-7f98-44c5-b49f-40c5ad67c25f","(Norway)","35 m","35 m","35","0","2019-09-08","AIDA Depth World Championship 2019","https://events.aidainternational.org/EventResults-2272"
"652.","Leon Jansen","https://athletes.aidainternational.org/Profile-9b6ef6e5-74b8-4490-a6d8-9aca9e128b8f","(Netherlands)","35 m","35 m","35","0","2019-09-09","AIDA Depth World Championship 2019","https://events.aidainternational.org/EventResults-2272"
"653.","Maria Antonia  Vergara","https://athletes.aidainternational.org/Profile-a2c64abf-f52f-455f-a7aa-3ccb72325a9d","(Panama)","35 m","35 m","35","0","2019-09-18","AIDA Apnea Association of Singapore  Depth Competition Bali 2019","https://events.aidainternational.org/EventResults-2492"
"654.","Jisoo Yang","https://athletes.aidainternational.org/Profile-c0943760-6246-4316-95ea-14c79fc4171e","(Republic of Korea)","35 m","35 m","35","0","2019-09-21","AIDA ONEBREATH DEPTH FESTIVAL 2019","https://events.aidainternational.org/EventResults-2577"
"655.","Brandon Zeek","https://athletes.aidainternational.org/Profile-e3d98a1b-2045-46de-bcf9-0590a748784c","(United States)","35 m","35 m","35","0","2019-09-27","AIDA Azul freediving challenge","https://events.aidainternational.org/EventResults-2553"
"656.","Taehoon Park","https://athletes.aidainternational.org/Profile-82fc72e2-7248-4090-ab64-79d46f9959c3","(Republic of Korea)","35 m","35 m","35","0","2019-10-05","AIDA Korea Cup Depth Competition 2019","https://events.aidainternational.org/EventResults-2521"
"657.","Takashi Ohashi","https://athletes.aidainternational.org/Profile-23857210-de85-4047-b04a-d2f4b987ccd6","(Japan)","41 m","47 m","34","7","2019-09-22","AIDA The 9th Yebisu cup by team MUGEN","https://events.aidainternational.org/EventResults-2550"
"658.","Peter Scott","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000b0","(Canada)","40 m","45 m","34","6","2009-07-25","Canadian Depth Nationals 2009","https://events.aidainternational.org/EventResults-1091"
"659.","Nicolas Druine","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000090","(Belgium)","34 m","34 m","34","0","2003-09-07","Round 6 of the Belgium Cup 2003","https://events.aidainternational.org/EventResults-1132"
"660.","Marcus Greatwood","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000272","(United Kingdom)","34 m","34 m","34","0","2007-10-21","Triple Depth","https://events.aidainternational.org/EventResults-954"
"661.","Megumi Matsumoto","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000a8","(Japan)","34 m","34 m","34","0","2008-04-01","Vertical Blue 2008","https://events.aidainternational.org/EventResults-1552"
"662.","Christian Foetinger","https://athletes.aidainternational.org/Profile-ffd1f54e-e4b5-47e9-9c58-82c3560f06da","(Austria)","34 m","34 m","34","0","2012-02-09","Andaman 2012 Freediving Competition","https://events.aidainternational.org/EventResults-1350"
"663.","Toru Takenouchi","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000095e","(Japan)","34 m","34 m","34","0","2013-07-06","5th Ebisu Cup Mugen Freedibing competition 2013","https://events.aidainternational.org/EventResults-596"
"664.","Lewis Jones","https://athletes.aidainternational.org/Profile-2e93eca7-df98-4404-ac7f-40013686d287","(New Zealand)","34 m","34 m","34","0","2013-11-30","Greg Holland Jewellery Diamond Deep 2013","https://events.aidainternational.org/EventResults-722"
"665.","Humberto Scanio","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000189e","(Chile)","34 m","34 m","34","0","2015-05-11","Deja Blue VI","https://events.aidainternational.org/EventResults-1120"
"666.","Carmine Caputo","https://athletes.aidainternational.org/Profile-0e0d885c-43c7-455b-b4f0-66b22ddefd00","(Liechtenstein)","34 m","34 m","34","0","2017-07-22","Cool Down 2017","https://events.aidainternational.org/EventResults-1904"
"667.","Alex Alvarado","https://athletes.aidainternational.org/Profile-571b6eb2-3a46-44b7-906a-a689182e0c52","(Puerto Rico)","34 m","34 m","34","0","2018-05-05","NIRVANA OCEANQUEST DEPTH CONTEST 2018","https://events.aidainternational.org/EventResults-2045"
"668.","Miguel Azevedo","https://athletes.aidainternational.org/Profile-bb11ae52-5d41-4803-8b1f-510f149128e5","(Portugal)","34 m","34 m","34","0","2018-08-05","Azores Freediving Open 2018","https://events.aidainternational.org/EventResults-2160"
"669.","Maciej Chuchla","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e62","(Poland)","34 m","34 m","34","0","2018-09-19","XI Głębokościowe Mistrzostwa Polski we Freedivingu","https://events.aidainternational.org/EventResults-2209"
"670.","Syafidatul Azua Shafii","https://athletes.aidainternational.org/Profile-a750bb5d-74e4-4d56-b87f-2abac74627b2","(Malaysia)","34 m","34 m","34","0","2018-11-08","Sabang International Freediving Competition 2018","https://events.aidainternational.org/EventResults-2202"
"671.","Yuval Bracha","https://athletes.aidainternational.org/Profile-39c1e504-0bd4-4375-ae7f-a85af22514b9","(Israel)","34 m","34 m","34","0","2019-08-29","AIDA Free2be mini competition","https://events.aidainternational.org/EventResults-2517"
"672.","Jindřiška Zajacová","https://athletes.aidainternational.org/Profile-fd57625a-7e0b-4b8c-9cf1-cce8f782a277","(Czech Republic)","34 m","34 m","34","0","2019-09-28","Authentic Big Blue 2019","https://events.aidainternational.org/EventResults-2390"
"673.","Igor Migunov","https://athletes.aidainternational.org/Profile-f6a8b777-a3ed-4109-be47-b273d922d737","(Russian Federation)","34 m","0 m","34","0","2009-05-23","1st Hemmoor No-Fins only","https://events.aidainternational.org/EventResults-1446"
"674.","Dieter Baumann","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000040","(Austria)","33 m","33 m","33","0","2003-08-23","WR Attempt - BAUMANN Dieter (CNF)","https://events.aidainternational.org/EventResults-1279"
"675.","Katsumi Kaneda","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000563","(Japan)","33 m","33 m","33","0","2007-08-04","Deep Water Cup Okinawa 2007","https://events.aidainternational.org/EventResults-543"
"676.","Solenn Launay","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000412","(France)","33 m","33 m","33","0","2007-10-27","4th AIDA Individual World Championship","https://events.aidainternational.org/EventResults-955"
"677.","Heidi Heidenreich","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002eb","(Germany)","33 m","33 m","33","0","2009-07-03","Rab Dive Off 2009","https://events.aidainternational.org/EventResults-1522"
"678.","Ferenc Worum","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000a39","(Hungary)","33 m","33 m","33","0","2009-07-19","Salt Free Double Dip 2009","https://events.aidainternational.org/EventResults-660"
"679.","John Daines","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001784","(South Africa)","33 m","33 m","33","0","2009-09-06","Triple Depth 2009","https://events.aidainternational.org/EventResults-963"
"680.","Mia Rizner","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000054c","(Croatia)","33 m","33 m","33","0","2009-09-13","AIDA Hellas Freediving Championship 2009","https://events.aidainternational.org/EventResults-1475"
"681.","Greg Fee","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000126","(Canada)","33 m","33 m","33","0","2010-05-11","PFI Deja Blue 2010","https://events.aidainternational.org/EventResults-1511"
"682.","Bertrand Rohrbock","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c54","(Netherlands)","33 m","33 m","33","0","2010-09-26","Triple Depth 2010","https://events.aidainternational.org/EventResults-973"
"683.","Yaniv Keinan","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c7b","(Israel)","33 m","33 m","33","0","2010-09-26","Triple Depth 2010","https://events.aidainternational.org/EventResults-973"
"684.","Dimitrii Zholud","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000dbe","(Ukraine)","33 m","33 m","33","0","2011-09-15","AIDA Individual Depth World Championship 2011","https://events.aidainternational.org/EventResults-917"
"685.","Veera Lopez-Lehto","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000b86","(Finland)","33 m","33 m","33","0","2012-07-29","Asikkala Depth Challenge 2012","https://events.aidainternational.org/EventResults-515"
"686.","Alejandra Lopez","https://athletes.aidainternational.org/Profile-80b16778-f005-4623-ad1c-4cd216568bb4","(Mexico)","33 m","33 m","33","0","2013-11-09","Vertical Blue 2013","https://events.aidainternational.org/EventResults-1562"
"687.","Tania Rounthwaite","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c5b","(New Zealand)","33 m","33 m","33","0","2014-03-21","Dive Wellington/Beuchat New Zealand Freediving National Depth Championships","https://events.aidainternational.org/EventResults-720"
"688.","Filip Mikołajczak","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000f8b","(Poland)","33 m","33 m","33","0","2014-08-02","IX Indywidualne Mistrzostwa Polski","https://events.aidainternational.org/EventResults-1250"
"689.","Nadia Borozdenkova","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000d96","(Russian Federation)","33 m","33 m","33","0","2015-05-13","Russian National Open","https://events.aidainternational.org/EventResults-1045"
"690.","Kristian Nilsson","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000016b7","(Sweden)","33 m","33 m","33","0","2015-08-21","Freedive Paradise 2015","https://events.aidainternational.org/EventResults-457"
"691.","Emily Shaw","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000119b","(Australia)","33 m","33 m","33","0","2015-08-27","Australian Depth National Championship","https://events.aidainternational.org/EventResults-1550"
"692.","Michael Lafrancesca","https://athletes.aidainternational.org/Profile-6cae3206-0dda-4c4a-ba85-7f12bd034f7b","(France)","33 m","33 m","33","0","2016-05-02","Freedive Panglao Depth Challenge","https://events.aidainternational.org/EventResults-136"
"693.","Anastasia Zhikhareva","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001b5e","(Russian Federation)","33 m","33 m","33","0","2016-05-18","Russian Open National Championship","https://events.aidainternational.org/EventResults-351"
"694.","Trista Fontana","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000016c1","(Australia)","33 m","33 m","33","0","2016-11-15","Australian Depth National Freediving Championship 2016","https://events.aidainternational.org/EventResults-123"
"695.","Emilie Vernier","https://athletes.aidainternational.org/Profile-89bbe8dc-523e-4f71-b968-f0dc6a3efb4c","(France)","33 m","33 m","33","0","2017-07-22","Nice Abyss Contest 2017","https://events.aidainternational.org/EventResults-199"
"696.","Rodrigo Salsas","https://athletes.aidainternational.org/Profile-08693734-f0ac-40ac-873e-0efcaa8bc25e","(Mexico)","33 m","33 m","33","0","2017-09-23","the kaan lum freediving competition","https://events.aidainternational.org/EventResults-1959"
"697.","Lady Nancy Lisondra","https://athletes.aidainternational.org/Profile-185c9a20-2c89-4f15-8316-b913b481c85f","(Philippines)","33 m","33 m","33","0","2018-06-09","Asian Freediving Cup 2018","https://events.aidainternational.org/EventResults-2015"
"698.","Jingzhe Li","https://athletes.aidainternational.org/Profile-0d6ed9c3-0a4d-468c-8393-47992242c4e7","(China)","33 m","33 m","33","0","2018-06-10","Asian Freediving Cup 2018","https://events.aidainternational.org/EventResults-2015"
"699.","Joannie Huberdeau","https://athletes.aidainternational.org/Profile-1afe1f62-7717-4411-b8db-7a997cc309d2","(Canada)","33 m","33 m","33","0","2018-09-02","Circuit des 4 Épreuves ApneaCity: 4e Épreuve En Profondeur","https://events.aidainternational.org/EventResults-2139"
"700.","Ash King","https://athletes.aidainternational.org/Profile-d91c9839-078e-4148-a92c-2b7309d6da05","(New Zealand)","33 m","33 m","33","0","2019-03-14","Freediving NZ Depth Nationals 2019","https://events.aidainternational.org/EventResults-2373"
"701.","Ka Yan Lo","https://athletes.aidainternational.org/Profile-c40873ca-2c9d-4d4d-9efc-f246a5d6dbcd","(Hong Kong)","33 m","33 m","33","0","2019-08-10","Deeper Blue Freediving Depth Competition 2019","https://events.aidainternational.org/EventResults-2334"
"702.","Inge Verbruggen","https://athletes.aidainternational.org/Profile-1253871d-3ee6-41a1-8736-3f9932e65035","(Belgium)","33 m","33 m","33","0","2019-09-08","AIDA Depth World Championship 2019","https://events.aidainternational.org/EventResults-2272"
"703.","Nick Chow","https://athletes.aidainternational.org/Profile-dd14096a-ce82-4e88-ac29-e6633c5d48f0","(Canada)","33 m","33 m","33","0","2019-09-09","AIDA Depth World Championship 2019","https://events.aidainternational.org/EventResults-2272"
"704.","Yukine Toshinaga","https://athletes.aidainternational.org/Profile-94357845-2efe-44c5-bf65-bd7a1304d328","(Japan)","33 m","33 m","33","0","2019-09-22","AIDA The 9th Yebisu cup by team MUGEN","https://events.aidainternational.org/EventResults-2550"
"705.","Helena Beninger","https://athletes.aidainternational.org/Profile-39d739e4-08af-4581-a1fd-2fdcff9f2784","(Austria)","33 m","33 m","33","0","2019-10-16","Infinity Depth Games 5","https://events.aidainternational.org/EventResults-2274"
"706.","Brad James","https://athletes.aidainternational.org/Profile-76a0eccd-0e51-4760-bc6c-519ee4be00f9","(New Zealand)","33 m","33 m","33","0","2020-03-13","AIDA Freediving New Zealand Depth Nationals 2020","https://events.aidainternational.org/EventResults-2717"
"707.","Yuk Kong Alan Cheung","https://athletes.aidainternational.org/Profile-53fd2c8e-3eb4-4526-8ab8-bf41e140e388","(Hong Kong)","39 m","45 m","32","7","2019-09-18","AIDA Apnea Association of Singapore  Depth Competition Bali 2019","https://events.aidainternational.org/EventResults-2492"
"708.","Kyung Yil Lee","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000018a2","(Republic of Korea)","36 m","40 m","32","4","2014-07-20","Freedive Panglao staff comp","https://events.aidainternational.org/EventResults-1539"
"709.","Birgit Standhartinger","https://athletes.aidainternational.org/Profile-be1e7300-5b1e-4a41-bd9e-c0ff939136d0","(Austria)","33 m","33 m","32","1","2018-07-07","Cool Down 2018 (lake)","https://events.aidainternational.org/EventResults-2081"
"710.","Joji Aoki","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000663","(Japan)","32 m","32 m","32","0","2007-08-04","Deep Water Cup Okinawa 2007","https://events.aidainternational.org/EventResults-543"
"711.","Angela Ambrosi","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000805","(Italy)","32 m","32 m","32","0","2007-10-21","Triple Depth","https://events.aidainternational.org/EventResults-954"
"712.","Ambar Peralta","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000525","(Venezuela)","32 m","32 m","32","0","2009-08-28","Campeonato Nacional de Profundidad 2009","https://events.aidainternational.org/EventResults-806"
"713.","James Valentine","https://athletes.aidainternational.org/Profile-1b0e52c4-fdcd-47fd-a14f-4bd03588fdf3","(United Kingdom)","32 m","32 m","32","0","2011-02-10","Andaman AIDA Freediving Challenge 2011","https://events.aidainternational.org/EventResults-1349"
"714.","Jennifer Balfour","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000dcc","(Canada)","32 m","32 m","32","0","2012-05-04","Deja Blue 3","https://events.aidainternational.org/EventResults-1515"
